"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-03-04 18:11:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:12:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:12:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:12:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:12:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:13:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:13:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:13:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:13:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:14:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:14:15,38.9 GiB,1.13 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:14:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:14:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:15:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:15:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:15:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:15:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:16:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:16:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:16:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:16:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:17:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:17:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:17:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:17:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:18:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:18:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:18:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:18:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:19:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:19:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:19:30,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:19:45,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:20:00,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:20:15,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:20:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:20:45,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:21:00,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:21:15,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:21:30,38.9 GiB,1.14 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:21:45,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:22:00,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:22:15,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
2024-03-04 18:22:30,38.9 GiB,1.15 GiB,3.65 GiB,34.1 GiB,0 B
